ID_IPEDS,STABBR,year,degree_bach,public,enroll_ftug,grant_federal_t
440262,NY,2010,0,0,497,1391146.0
440271,LA,2010,0,0,158,705660.0
440323,TX,2010,0,0,366,1401199.0
440332,TX,2010,0,0,242,1006082.0
440341,VA,2010,1,0,392,1249048.0
440402,AR,2010,0,1,260,861495.0
440411,VT,2010,1,0,0,
440420,MA,2010,1,0,10,30050.0
440457,WI,2010,1,0,45,203500.0
440466,ID,2010,1,0,42,175202.0
440721,AZ,2010,0,1,85,119736.0
440730,NY,2010,0,1,918,3842502.0
440749,SD,2010,1,0,3,3700.0
440758,NM,2010,1,0,5,12142.0
440767,MN,2010,1,0,30,95457.0
440776,TX,2010,0,0,26,114732.0
440794,NJ,2010,1,0,23,87762.0
440819,CA,2010,0,0,0,
440828,OR,2010,1,1,0,
440855,TX,2010,0,0,293,793114.0
440873,TN,2010,0,0,92,474950.0
440882,OK,2010,0,0,70,373200.0
440891,KS,2010,0,0,74,332985.0
440925,FL,2010,1,0,92,370328.0
440952,MA,2010,0,0,241,1041534.0
440989,TX,2010,0,0,1764,6079168.0
441016,TX,2010,0,0,798,3508668.0
441025,SC,2010,0,0,64,319836.0
441052,CA,2010,0,0,1732,3895332.0
441070,MI,2010,0,1,11,10725.0
441089,PA,2010,0,0,1539,3578779.0
441168,OR,2010,0,0,82,280534.0
441201,OH,2010,0,0,25,99358.0
441210,AZ,2010,0,1,144,111107.0
441229,CA,2010,0,0,155,400300.0
441256,CA,2010,0,0,70,215155.0
441317,CT,2010,0,1,21,44398.0
441335,CT,2010,0,1,42,37813.0
441353,CT,2010,0,1,15,36050.0
441362,DE,2010,0,0,1183,2719103.0
441371,FL,2010,0,0,1126,2493639.0
441380,FL,2010,0,0,307,1220418.0
441405,FL,2010,0,0,120,555000.0
441414,FL,2010,0,1,21,32668.0
441423,FL,2010,0,0,331,1352010.0
441478,MA,2010,1,0,0,
441487,MO,2010,0,0,29,173154.0
441496,MO,2010,0,0,32,101230.0
441502,MS,2010,0,0,214,748702.0
441511,NC,2010,1,0,130,163404.0
441548,NJ,2010,0,0,51,72945.0
441575,NY,2010,0,0,769,2361104.0
441593,NY,2010,0,1,14,57051.0
441609,NY,2010,1,0,1,6900.0
441618,NY,2010,0,0,49,183026.0
441636,OH,2010,0,0,31,82727.0
441645,OH,2010,0,0,32,81504.0
441663,OR,2010,0,0,402,1049765.0
441672,PA,2010,0,1,23,50246.0
441742,TX,2010,0,0,718,2551373.0
441760,TX,2010,0,1,671,2200590.0
441779,TX,2010,0,0,51,231950.0
441788,TX,2010,0,0,42,173460.0
441830,UT,2010,0,0,12,59700.0
441858,VA,2010,0,0,271,530464.0
441876,VA,2010,0,0,175,406268.0
441900,NV,2010,1,1,202,510336.0
441919,MS,2010,0,0,353,1709168.0
441928,TX,2010,0,0,434,1170844.0
441937,CA,2010,1,1,516,959567.0
441973,CA,2010,1,0,252,864657.0
441982,MA,2010,1,0,91,71926.0
442037,PA,2010,0,0,420,1784376.0
442046,PA,2010,0,0,737,3534638.0
442073,NJ,2010,0,0,549,1701944.0
442134,CO,2010,0,0,880,2443669.0
442161,IL,2010,1,0,35,145475.0
442204,CA,2010,0,0,82,246065.0
442213,ME,2010,0,0,0,
442222,TX,2010,1,0,7,11007.0
442240,CA,2010,0,0,155,375499.0
442329,FL,2010,0,0,884,2609999.0
442356,PA,2010,1,0,118,179219.0
442383,WV,2010,0,0,90,429010.0
442408,OH,2010,0,0,27,109300.0
442426,MO,2010,0,0,105,375677.0
442435,GA,2010,0,0,15,68725.0
442523,AK,2010,0,0,26,120525.0
442569,MO,2010,1,0,318,0.0
442602,NM,2010,0,0,964,2514063.0
442611,NC,2010,0,0,1356,3932890.0
442620,OR,2010,0,0,376,1301522.0
442639,VA,2010,1,0,1,0.0
442657,CA,2010,0,0,259,809023.0
442718,KS,2010,1,0,7,24053.0
442727,TX,2010,0,0,1106,4395843.0
442745,FL,2010,0,0,974,2184074.0
442781,AZ,2010,0,1,5,16650.0
442790,TX,2010,0,0,155,753032.0
442815,MA,2010,0,0,1082,2922538.0
442842,IL,2010,1,0,7,27188.0
442879,AZ,2010,0,0,1147,581340.0
442888,CA,2010,0,0,192,831494.0
442897,IN,2010,1,0,0,
442930,CA,2010,1,0,731,2986348.0
442949,OR,2010,1,0,0,
442967,NM,2010,0,0,34,82906.0
442976,KY,2010,0,0,56,175794.0
442985,CA,2010,0,0,118,349538.0
443021,TX,2010,0,0,127,562500.0
443049,WA,2010,1,0,2,3700.0
443058,OK,2010,1,0,3,10508.0
443137,MI,2010,0,0,363,385699.0
443146,TX,2010,0,0,185,508383.0
443173,IL,2010,0,0,18,77419.0
443207,CA,2010,0,0,627,2445763.0
443216,NJ,2010,0,0,51,114487.0
443225,NJ,2010,0,0,102,184728.0
443234,FL,2010,0,0,360,1976466.0
443252,FL,2010,0,0,933,4856443.0
443261,SC,2010,0,0,162,430698.0
443270,FL,2010,0,0,48,136743.0
443289,CO,2010,0,0,73,219526.0
443298,TX,2010,0,0,130,611072.0
443322,TX,2010,0,0,625,1906985.0
443331,CA,2010,1,0,41,33350.0
443340,TN,2010,1,0,83,345333.0
443359,TN,2010,0,0,115,338823.0
443377,PA,2010,0,0,65,206683.0
443410,WA,2010,1,0,131,350701.0
443483,CT,2010,0,0,0,
443492,WV,2010,0,1,616,2022323.0
443544,IN,2010,1,0,36,174651.0
443571,CA,2010,0,0,133,562840.0
443623,GA,2010,0,0,180,600505.0
443632,CO,2010,0,0,171,552502.0
443641,RI,2010,0,0,130,302735.0
443650,TN,2010,0,0,29,124076.0
443669,NV,2010,0,0,352,856259.0
443678,MA,2010,0,0,70,185589.0
443696,TX,2010,0,0,35,167900.0
443748,GA,2010,0,0,232,1131964.0
443766,TN,2010,1,0,6,11837.0
443784,PA,2010,1,0,25,72114.0
443827,TX,2010,0,0,395,1714447.0
443836,TX,2010,0,0,507,2088482.0
443854,TX,2010,0,0,115,529290.0
443942,ID,2010,0,0,189,313045.0
443979,MN,2010,0,0,80,147663.0
444024,WA,2010,0,0,104,397451.0
444051,OH,2010,0,0,128,236831.0
444088,NM,2010,0,0,677,2827401.0
444130,AZ,2010,1,0,1,2500.0
444200,DE,2010,0,0,862,2553652.0
444219,CA,2010,0,1,587,706282.0
444228,SC,2010,0,0,10,29200.0
444255,TN,2010,1,0,315,1234537.0
444282,VA,2010,0,0,63,283890.0
444291,MD,2010,0,0,59,224930.0
444307,PA,2010,0,0,49,180441.0
444316,MT,2010,0,0,182,357010.0
444325,CA,2010,0,0,117,384132.0
444334,FL,2010,0,0,68,287041.0
444343,CA,2010,0,0,298,1065311.0
444361,CA,2010,0,0,26,96500.0
444370,FL,2010,0,0,150,461421.0
444398,TX,2010,1,0,31,104400.0
444404,FL,2010,0,0,78,220148.0
444413,NY,2010,1,0,40,62626.0
444440,AL,2010,0,0,88,382500.0
444468,TN,2010,0,0,16,59213.0
444486,NC,2010,0,0,214,680736.0
444510,CA,2010,0,0,13,72100.0
444529,CA,2010,0,0,197,546540.0
444547,LA,2010,0,0,4,14000.0
444556,TX,2010,0,0,127,275964.0
444565,TX,2010,0,0,114,250145.0
444592,NV,2010,0,0,136,754800.0
444608,WI,2010,0,0,41,120850.0
444635,OH,2010,0,0,0,
444644,MT,2010,0,0,5,14100.0
444653,MI,2010,0,0,54,219800.0
444662,LA,2010,0,0,29,58685.0
444705,OK,2010,0,0,37,170000.0
444714,GA,2010,0,0,1166,4208043.0
444769,MA,2010,0,0,23,109135.0
444778,NC,2010,1,0,5,9756.0
444796,GA,2010,0,0,407,1036800.0
444857,UT,2010,0,0,19,74521.0
444866,SC,2010,0,0,117,218094.0
444909,IA,2010,0,0,10,24775.0
444927,AZ,2010,1,0,69,261455.0
444936,AZ,2010,0,0,38,165200.0
444945,LA,2010,0,0,244,586594.0
444954,WV,2010,0,1,546,1410078.0
444972,SC,2010,0,0,74,220164.0
444990,FL,2010,1,0,0,
445027,IL,2010,1,0,1869,6542230.0
445090,AL,2010,0,0,102,176400.0
445115,NV,2010,0,0,151,440296.0
445133,TX,2010,1,0,58,225363.0
445188,CA,2010,1,1,1336,4556419.0
445203,TX,2010,0,0,217,1025206.0
445212,FL,2010,0,0,152,456010.0
445230,NV,2010,0,0,1328,3744133.0
445249,TN,2010,0,0,137,578180.0
445258,OK,2010,1,0,429,1135955.0
445267,MO,2010,1,0,0,
445300,NJ,2010,1,0,44,200450.0
445319,MN,2010,1,0,21,94350.0
445328,TX,2010,0,0,373,1427872.0
445346,TX,2010,0,0,406,1544591.0
445364,CA,2010,0,0,299,1036589.0
445391,KY,2010,1,0,22,108000.0
445434,FL,2010,1,0,90,339325.0
445461,TX,2010,0,0,1086,3845201.0
445540,AR,2010,0,0,48,121484.0
445559,MO,2010,0,0,66,308901.0
445577,NJ,2010,0,0,367,1713384.0
445638,MA,2010,0,0,23,33331.0
445647,MA,2010,0,0,40,53529.0
445656,MA,2010,0,0,69,119409.0
445692,UT,2010,1,0,136,291362.0
445708,NC,2010,1,0,713,1723705.0
445726,MO,2010,0,0,75,275200.0
445735,NV,2010,1,0,0,
445744,FL,2010,0,0,458,2022426.0
445762,VA,2010,0,0,69,222085.0
445780,ID,2010,0,0,49,198026.0
445799,PA,2010,0,0,1181,2844806.0
445841,SC,2010,0,0,44,114581.0
445850,SC,2010,0,0,82,271342.0
445911,CT,2010,0,0,364,1086143.0
445948,NV,2010,0,0,252,686572.0
445957,IL,2010,0,0,0,
446048,FL,2010,1,0,163,269954.0
446075,TN,2010,0,0,26,110059.0
446084,IL,2010,0,0,0,
446093,CA,2010,0,0,178,862769.0
446109,FL,2010,0,0,208,482465.0
446118,CA,2010,0,0,432,982435.0
446127,FL,2010,0,0,84,256543.0
446136,MI,2010,0,0,0,
446163,CA,2010,0,0,52,234055.0
446190,AR,2010,0,0,16,83250.0
446206,VA,2010,0,1,13,3000.0
446224,NJ,2010,0,0,0,
446233,AR,2010,1,0,30,81250.0
446242,KY,2010,0,0,115,330584.0
446251,IL,2010,0,0,0,
446260,WA,2010,0,0,100,231185.0
446288,MI,2010,0,0,63,230487.0
446303,NJ,2010,0,0,90,211580.0
446349,WV,2010,0,1,12,20253.0
446385,CA,2010,0,0,25,15176.0
446394,MD,2010,1,0,0,
446446,FL,2010,0,0,113,424149.0
446455,PA,2010,0,0,56,72033.0
446525,TN,2010,0,0,182,448758.0
446534,MO,2010,0,0,89,339134.0
446552,FL,2010,0,0,1686,8727193.0
446561,CA,2010,1,0,323,912814.0
446589,FL,2010,0,0,62,344100.0
446598,NE,2010,0,0,15,12150.0
446604,NY,2010,1,0,254,1140627.0
446640,PA,2010,1,0,66,230836.0
446668,OH,2010,1,0,205,820300.0
446677,UT,2010,1,0,43,212533.0
446729,IA,2010,1,0,9,39850.0
446774,WV,2010,0,1,269,882666.0
446792,NV,2010,1,0,89,278040.0
446808,WA,2010,1,0,70,197051.0
446835,FL,2010,0,0,228,840510.0
446844,MN,2010,0,0,176,411288.0
446880,LA,2010,0,0,47,192839.0
446996,PA,2010,0,0,96,369402.0
447014,FL,2010,0,0,269,920917.0
447023,MS,2010,0,0,516,2605773.0
447050,CA,2010,1,0,0,
447102,CA,2010,0,0,530,2007086.0
447120,CA,2010,0,0,332,1384527.0
447148,AZ,2010,0,0,126,464695.0
447166,CO,2010,0,0,40,163350.0
447175,CO,2010,0,0,52,239300.0
447209,OH,2010,0,0,787,2875028.0
447263,UT,2010,0,0,97,459802.0
447272,CA,2010,1,0,6,15263.0
447290,FL,2010,1,0,159,775892.0
447360,FL,2010,0,0,93,310675.0
447379,OK,2010,0,0,173,457392.0
447403,MA,2010,0,0,963,2465957.0
447421,UT,2010,1,0,63,275103.0
447430,NY,2010,0,0,43,39817.0
447449,TX,2010,0,0,24,82000.0
447458,CA,2010,1,0,109,270182.0
447467,LA,2010,0,0,233,578192.0
447494,MA,2010,0,0,652,1649758.0
447519,NH,2010,0,0,950,2005783.0
447582,WV,2010,0,1,433,828212.0
447591,TX,2010,0,0,170,844032.0
447634,CA,2010,0,0,361,1299264.0
447689,GA,2010,1,1,1615,4646366.0
447704,AZ,2010,0,0,64,182929.0
447713,CA,2010,0,0,29,82577.0
447722,CA,2010,0,0,94,379825.0
447731,CA,2010,0,0,97,315061.0
447759,CA,2010,0,0,278,1036550.0
447768,CA,2010,0,0,1528,3848375.0
447777,CA,2010,0,0,74,234783.0
447795,CA,2010,0,0,36,38819.0
447810,CA,2010,0,0,246,565168.0
447847,FL,2010,0,0,37,8325.0
447865,FL,2010,0,0,20,111000.0
447874,FL,2010,0,0,245,291464.0
447883,FL,2010,0,0,131,544875.0
447892,FL,2010,0,0,159,519400.0
447908,FL,2010,0,0,25,86212.0
447917,GA,2010,0,0,33,87955.0
447935,KY,2010,0,0,52,224776.0
447953,CA,2010,1,0,72,182830.0
447962,LA,2010,0,0,97,256808.0
447971,MD,2010,0,0,67,278716.0
447980,MI,2010,0,0,76,350000.0
447999,MO,2010,0,0,83,49272.0
448008,MO,2010,0,0,20,43183.0
448017,MS,2010,0,0,70,251875.0
448026,ND,2010,0,0,77,129130.0
448035,NM,2010,0,0,9,37400.0
448044,NV,2010,0,0,19,47570.0
448071,NY,2010,0,0,86,17644.0
448150,TN,2010,0,0,101,375356.0
448196,TX,2010,0,0,157,204771.0
448220,UT,2010,0,0,40,131250.0
448239,UT,2010,1,0,0,
448248,UT,2010,0,1,175,149007.0
448257,VA,2010,0,0,55,105553.0
448275,WV,2010,0,0,38,58349.0
448284,NE,2010,1,0,1,0.0
448309,GA,2010,1,0,47,187334.0
448345,IN,2010,1,0,276,958564.0
448354,NJ,2010,0,0,140,551440.0
448424,OK,2010,0,0,58,165147.0
448433,CA,2010,0,0,1294,4132180.0
448567,SC,2010,1,0,59,252911.0
448576,CA,2010,1,0,540,2421522.0
448585,MO,2010,1,0,9,22916.0
448594,CA,2010,0,1,306,870951.0
448600,OH,2010,0,0,9,37075.0
448619,CT,2010,0,0,152,276332.0
448646,LA,2010,0,0,271,578025.0
448664,TN,2010,0,0,92,384968.0
448673,IL,2010,1,0,110,466486.0
448734,CO,2010,1,0,11,23725.0
448752,CO,2010,1,0,79,409638.0
448761,CO,2010,1,0,102,465700.0
448770,PA,2010,0,0,279,823223.0
448798,WI,2010,0,0,161,790629.0
448822,CT,2010,1,0,3,5550.0
448840,FL,2010,1,1,465,936284.0
448859,PA,2010,0,0,68,215150.0
448895,CA,2010,0,0,454,1401064.0
448974,NY,2010,0,0,553,1419149.0
448983,NJ,2010,0,0,492,1329850.0
449010,TN,2010,1,0,255,959949.0
449038,FL,2010,1,0,14,28412.0
449074,WA,2010,0,0,1218,3017461.0
449083,FL,2010,0,0,247,1262500.0
449092,FL,2010,0,0,149,851850.0
449117,NC,2010,0,0,33,146334.0
449126,OH,2010,0,0,41,169634.0
449250,TX,2010,0,0,239,1135487.0
449269,NJ,2010,0,0,704,2337936.0
449302,KY,2010,0,0,13,59334.0
449311,NY,2010,0,0,251,1254021.0
449320,NY,2010,0,0,593,2109477.0
449339,WV,2010,1,0,340,1197282.0
449348,AL,2010,1,0,0,
449357,CA,2010,0,1,35,133750.0
449366,CA,2010,0,0,334,464915.0
449384,CA,2010,0,0,0,
449393,CA,2010,0,0,97,321900.0
449445,CA,2010,0,0,252,932442.0
449454,CO,2010,0,0,35,124057.0
449463,CT,2010,0,0,70,263000.0
449472,DE,2010,0,0,60,107866.0
449490,FL,2010,0,0,88,118865.0
449506,FL,2010,0,0,121,411003.0
449524,FL,2010,0,0,9,46850.0
449533,FL,2010,0,0,225,824879.0
449597,IN,2010,0,0,30,33842.0
449603,IN,2010,0,0,58,289559.0
449612,LA,2010,0,0,40,138338.0
449658,NJ,2010,1,0,27,76700.0
449667,NY,2010,0,0,71,84767.0
449676,NY,2010,0,0,0,
449685,NY,2010,0,0,32,170252.0
449700,OH,2010,0,0,174,388006.0
449719,OH,2010,0,0,112,413157.0
449728,OK,2010,0,0,107,179000.0
449764,TN,2010,1,0,39,84735.0
449773,TX,2010,0,0,109,332954.0
449782,TX,2010,0,0,12,50285.0
449807,TX,2010,0,0,113,218858.0
449816,UT,2010,0,1,76,189742.0
449852,WI,2010,0,0,62,230680.0
449861,WI,2010,0,0,499,738627.0
449870,CA,2010,1,0,3,6285.0
449898,FL,2010,1,0,25,82651.0
449904,TX,2010,0,0,308,774813.0
449931,VA,2010,1,0,23,19100.0
449959,FL,2010,0,0,100,247764.0
449968,CA,2010,0,0,173,531348.0
449977,MI,2010,0,0,155,475308.0
449986,CA,2010,0,0,150,376780.0
449995,VA,2010,0,0,112,225486.0
450003,OH,2010,0,0,74,309550.0
450021,LA,2010,0,0,319,1089000.0
450049,UT,2010,1,0,106,333957.0
450058,OH,2010,0,0,36,127844.0
450067,OH,2010,0,0,305,1226434.0
450076,MD,2010,0,0,1019,4262890.0
450085,SC,2010,1,0,205,832949.0
450094,CA,2010,1,0,151,556320.0
450119,AR,2010,0,0,133,480985.0
450128,LA,2010,0,0,244,1072000.0
450173,FL,2010,0,0,9577,25728211.0
450182,FL,2010,0,0,366,1268405.0
450191,MS,2010,0,0,20,95300.0
450289,TN,2010,1,0,94,486013.0
450298,DE,2010,1,0,2,3237.0
450377,AL,2010,1,0,8,18535.0
450395,OH,2010,0,0,51,120122.0
450401,OK,2010,0,0,472,1133022.0
450456,AL,2010,1,0,28,131750.0
450465,TX,2010,1,0,73,257831.0
450526,CA,2010,1,0,5,23750.0
450535,TN,2010,1,0,10,37576.0
450544,CA,2010,1,0,1,4400.0
450571,WI,2010,1,0,100,428146.0
450599,VA,2010,0,0,76,350231.0
450605,PA,2010,0,0,48,196275.0
450614,NC,2010,0,0,49,229944.0
450632,KY,2010,0,0,0,
450641,NH,2010,0,0,23,91250.0
450650,WI,2010,0,0,138,228225.0
450669,CA,2010,0,0,149,582000.0
450696,CA,2010,0,0,669,1753977.0
450702,CA,2010,0,0,829,2053641.0
450720,NV,2010,0,0,126,405197.0
450739,NV,2010,0,0,76,223328.0
450757,NH,2010,0,0,51,159433.0
450766,NY,2010,1,0,0,
450933,AL,2010,1,0,249,551411.0
450951,AZ,2010,0,0,65,172530.0
450960,CA,2010,0,0,352,810455.0
450979,CA,2010,1,0,52,77525.0
450988,CA,2010,0,0,133,268325.0
451006,CA,2010,0,0,37,132300.0
451033,CO,2010,0,0,0,
451042,CT,2010,0,0,39,73038.0
451051,DE,2010,0,0,5,0.0
451060,FL,2010,1,0,22,90782.0
451097,FL,2010,0,0,123,495880.0
451103,FL,2010,0,0,756,2647727.0
451121,FL,2010,0,0,84,300541.0
451149,FL,2010,0,0,457,1332823.0
451158,FL,2010,0,0,131,432459.0
451167,FL,2010,0,0,65,149280.0
451194,IA,2010,0,0,37,57744.0
451228,IN,2010,0,0,22,80955.0
451237,KS,2010,0,0,35,121830.0
451255,MA,2010,0,0,17,69450.0
451264,MA,2010,0,0,47,147425.0
451282,MI,2010,0,0,161,426140.0
451291,MI,2010,0,0,0,
451307,MI,2010,0,0,27,71236.0
451334,MO,2010,0,0,86,235942.0
451343,MS,2010,0,0,37,157280.0
451352,NC,2010,0,0,270,596874.0
451361,NJ,2010,0,0,24,25017.0
451370,NJ,2010,1,0,0,
451398,NJ,2010,1,0,63,205940.0
451404,NY,2010,1,0,23,117130.0
451413,NY,2010,0,0,30,15200.0
451459,NY,2010,0,1,149,244948.0
451468,OH,2010,0,0,68,135094.0
451477,OH,2010,0,0,28,97578.0
451495,PA,2010,0,0,59,172343.0
451529,TN,2010,0,0,42,132517.0
451538,TN,2010,0,0,107,593850.0
451547,TX,2010,0,0,60,111695.0
451556,TX,2010,0,0,272,1148148.0
451565,TX,2010,0,0,97,287450.0
451574,UT,2010,0,0,64,167686.0
451583,UT,2010,0,1,43,100869.0
451617,VA,2010,0,0,15,56884.0
451626,WA,2010,0,0,79,309610.0
451635,WA,2010,0,0,23,60926.0
451644,WA,2010,0,0,13,66600.0
451653,WI,2010,0,0,25,119710.0
451662,PA,2010,1,0,134,433917.0
451671,FL,2010,1,1,0,
451699,IN,2010,1,0,329,1362138.0
451705,WY,2010,1,0,90,315307.0
451714,TX,2010,0,0,207,500869.0
451750,WI,2010,1,0,85,417372.0
451796,MI,2010,1,0,136,471166.0
451820,TX,2010,1,0,213,659646.0
451848,CA,2010,1,0,105,390051.0
451857,TX,2010,0,0,136,609351.0
451866,LA,2010,0,0,126,575803.0
451875,TX,2010,1,0,8,29802.0
451884,KS,2010,1,0,14,45889.0
451909,MD,2010,0,0,113,484443.0
451918,TN,2010,0,0,129,335586.0
452009,ND,2010,0,0,32,79227.0
452018,KS,2010,1,0,128,477683.0
452027,NC,2010,1,0,226,868048.0
452036,CA,2010,0,0,543,1768679.0
452045,WA,2010,0,0,378,965018.0
452054,MA,2010,0,0,157,414734.0
452063,TX,2010,0,0,156,520682.0
452072,MI,2010,0,0,196,787986.0
452081,OH,2010,0,0,249,1021952.0
452090,UT,2010,1,0,12,50426.0
452115,AL,2010,0,0,681,3871421.0
452124,TN,2010,0,0,194,404337.0
452373,OH,2010,0,0,54,257509.0
452771,OH,2010,0,0,0,
452780,OH,2010,0,0,0,
452948,OH,2010,0,0,144,343128.0
453109,MO,2010,0,0,184,832636.0
453163,NC,2010,1,0,13,17102.0
453215,NJ,2010,1,0,3,3453.0
453297,OH,2010,0,0,23,0.0
453455,OH,2010,0,0,3,7849.0
453464,OH,2010,0,0,13,70050.0
453473,OH,2010,0,0,4,24751.0
453552,NJ,2010,0,0,748,1680408.0
453747,OH,2010,0,0,41,140258.0
453756,OH,2010,0,0,50,222025.0
453792,OH,2010,0,0,648,0.0
453817,OH,2010,0,0,212,510440.0
454184,NY,2010,1,0,155,290711.0
454227,IL,2010,1,0,22,72600.0
454236,OH,2010,1,0,25,94168.0
454245,AZ,2010,1,0,4,13850.0
454306,MI,2010,0,0,0,
454458,AR,2010,0,0,166,344725.0
454537,WI,2010,0,0,83,229002.0
454546,CA,2010,0,0,215,555811.0
454555,NV,2010,0,0,252,729114.0
454573,CA,2010,0,0,305,807024.0
454582,KS,2010,1,0,0,
454607,GA,2010,0,0,57,246350.0
454616,MN,2010,0,0,105,182405.0
454625,SC,2010,1,0,83,130644.0
454652,AL,2010,0,0,137,440988.0
454689,CA,2010,1,0,0,
454698,CA,2010,0,0,104,440141.0
454722,CA,2010,0,0,37,154700.0
454759,CA,2010,0,0,16,61050.0
454768,CA,2010,0,0,72,273437.0
454777,CA,2010,0,0,115,214091.0
454786,CA,2010,0,0,239,593458.0
454795,CA,2010,0,0,73,126786.0
454801,CA,2010,0,0,208,0.0
454810,CO,2010,0,0,50,106253.0
454829,CO,2010,1,0,0,
454847,CO,2010,0,0,152,436737.0
454856,CO,2010,1,0,15,32642.0
454865,FL,2010,0,0,44,138580.0
454874,FL,2010,0,0,51,157563.0
454883,FL,2010,0,0,342,728653.0
454892,FL,2010,0,0,10,32679.0
454908,FL,2010,0,0,340,940800.0
454917,FL,2010,0,0,228,632000.0
454926,GA,2010,0,0,168,522011.0
454935,ID,2010,0,0,50,158588.0
454944,ID,2010,0,0,128,537575.0
454953,IL,2010,0,0,6,23334.0
454962,IL,2010,0,0,1,0.0
454971,IL,2010,0,0,110,373099.0
454980,IL,2010,0,0,62,148241.0
454999,IL,2010,0,0,75,203116.0
455008,IL,2010,0,0,128,377053.0
455017,MD,2010,0,0,6,14975.0
455026,MD,2010,0,0,0,
455035,MI,2010,0,0,38,30550.0
455053,MI,2010,0,0,54,299700.0
455062,MI,2010,0,0,26,60697.0
455071,MO,2010,0,0,41,44093.0
455080,MO,2010,0,0,102,289776.0
455105,MS,2010,0,0,65,116563.0
455114,ID,2010,0,1,1021,2386672.0
455141,NC,2010,0,0,110,373394.0
455187,NJ,2010,0,0,100,0.0
455196,NJ,2010,0,0,518,1446243.0
455202,NJ,2010,0,0,177,183090.0
455211,NV,2010,0,0,61,140670.0
455220,NY,2010,0,0,85,352500.0
455239,NY,2010,0,0,11,26503.0
455257,NY,2010,1,0,52,270800.0
455275,OH,2010,0,0,73,205383.0
455284,OH,2010,0,0,172,480336.0
455327,TX,2010,0,0,39,133176.0
455336,TX,2010,0,0,95,151576.0
455345,TX,2010,0,0,64,116019.0
455354,TX,2010,0,0,60,205800.0
455381,UT,2010,0,0,81,165323.0
455390,VA,2010,0,0,130,106357.0
455460,AL,2010,0,0,232,965621.0
455479,FL,2010,0,0,357,1093438.0
455488,AL,2010,0,0,253,869631.0
455512,CA,2010,0,1,173,442131.0
455549,MI,2010,0,0,6,24788.0
455558,MI,2010,0,0,42,198049.0
455567,TN,2010,0,0,45,180475.0
455600,ID,2010,1,0,151,635503.0
455619,OK,2010,1,0,74,292322.0
455628,AL,2010,0,0,423,1507381.0
455655,NC,2010,0,0,66,294543.0
455707,AL,2010,0,0,0,
455716,FL,2010,0,0,215,717795.0
455725,AZ,2010,0,0,144,391883.0
455734,CA,2010,0,0,260,386641.0
455752,CA,2010,0,0,33,91675.0
455761,CA,2010,0,0,131,459628.0
455770,CA,2010,1,0,12,34400.0
455798,CT,2010,0,0,32,67188.0
455831,FL,2010,0,0,272,695678.0
455840,GA,2010,0,0,209,703997.0
455859,ID,2010,0,0,65,277311.0
455868,CA,2010,0,0,69,194363.0
455877,IL,2010,0,0,210,310782.0
455886,IL,2010,0,0,101,277910.0
455895,IL,2010,0,0,96,276610.0
455901,MD,2010,0,0,142,329530.0
455910,NC,2010,0,0,17,31854.0
455929,OK,2010,0,0,33,70920.0
455947,PA,2010,0,0,173,396894.0
455965,RI,2010,0,0,136,378811.0
455974,TX,2010,0,0,30,66000.0
455983,VA,2010,0,0,299,536606.0
456001,VT,2010,0,0,42,163243.0
456010,VA,2010,1,0,41,86132.0
456029,TN,2010,0,0,92,133431.0
456038,AZ,2010,0,0,815,1685173.0
456056,SC,2010,1,0,491,1872163.0
456065,OH,2010,0,0,54,172018.0
456074,OH,2010,0,0,96,254323.0
456092,GA,2010,0,0,42,219945.0
456126,FL,2010,0,0,39,149025.0
456135,MN,2010,0,0,54,256955.0
456144,TX,2010,0,0,75,180840.0
456153,TX,2010,0,0,74,191513.0
456180,AZ,2010,0,0,112,569864.0
456205,NC,2010,0,0,71,355405.0
456214,TX,2010,0,0,286,1063561.0
456287,NE,2010,0,0,69,108118.0
456296,FL,2010,1,0,336,1275095.0
456302,MO,2010,0,0,354,1019598.0
456348,AZ,2010,1,0,569,2482942.0
456454,UT,2010,0,0,76,170484.0
456481,FL,2010,1,0,4,4625.0
456490,FL,2010,1,0,8,19550.0
456506,IN,2010,0,0,130,455569.0
456515,MI,2010,0,0,158,744506.0
456551,ND,2010,0,0,29,92425.0
456560,OK,2010,0,1,16,21613.0
456588,CA,2010,0,0,39,166899.0
456597,CA,2010,0,0,148,505038.0
456612,AZ,2010,1,0,94,387441.0
456621,WV,2010,1,0,2,992.0
456791,SC,2010,0,0,119,525439.0
456825,LA,2010,0,0,79,242788.0
456861,FL,2010,0,0,723,2485298.0
456922,TX,2010,0,0,869,2632137.0
456931,TX,2010,0,0,973,3238719.0
456940,TN,2010,0,0,58,223042.0
456959,MN,2010,1,1,92,144793.0
456968,NC,2010,0,0,29,150229.0
456977,FL,2010,0,0,40,207500.0
457004,OH,2010,0,0,1,5400.0
457022,OH,2010,1,0,63,317608.0
457031,IL,2010,0,0,20,52125.0
457077,CA,2010,0,0,404,1158606.0
457086,CA,2010,0,0,38,112885.0
457101,NV,2010,0,0,190,190089.0
457110,NV,2010,0,0,129,257558.0
457129,FL,2010,1,0,1,6250.0
457174,SC,2010,0,0,419,1512708.0
457192,AR,2010,0,0,14,9250.0
457208,CA,2010,0,0,97,338400.0
457226,CA,2010,1,0,1,0.0
457244,CA,2010,0,0,22,40344.0
457253,CA,2010,0,0,18,71450.0
